ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence,scenario
Brunei,Transformation\Biodiesel Production\Processes\FAME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Cambodia,Transformation\Biodiesel Production\Processes\FAME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Indonesia,Transformation\Biodiesel Production\Processes\FAME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Laos,Transformation\Biodiesel Production\Processes\FAME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Malaysia,Transformation\Biodiesel Production\Processes\FAME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Myanmar,Transformation\Biodiesel Production\Processes\FAME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Philippines,Transformation\Biodiesel Production\Processes\FAME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Singapore,Transformation\Biodiesel Production\Processes\FAME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Thailand,Transformation\Biodiesel Production\Processes\FAME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Vietnam,Transformation\Biodiesel Production\Processes\FAME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Brunei,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Cambodia,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Indonesia,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Laos,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Malaysia,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Myanmar,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Philippines,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Singapore,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Thailand,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Vietnam,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Brunei,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Cambodia,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Indonesia,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Laos,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Malaysia,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Myanmar,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Philippines,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Singapore,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Thailand,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
Vietnam,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Production,10^10,Gigajoule,Biodiesel,USER RULING R6,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound -> 10^10 GJ = 10,000 PJ: generous (roughly a third of total ASEAN primary energy supply, so non-binding against any plausible national biofuel output) yet 100x below the 1.0e+12 export sentinel that pollutes CPLEX conditioning (CLAUDE.md S A.11 / S11.2d). Capacity is the real bind (Maximum Capacity, groups 4/6b).",USER_RULING_R6,refining_capacity,Low,Regional Aspiration Scenario
