branch_path,variable,scenario,region,expression,units,scale,per,source
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDSA,Capacity Retirement,Current Accounts,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDSA,Capacity Retirement,Baseline Simulation,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDSA,Capacity Retirement,AMS Target Scenario,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDSA,Capacity Retirement,Regional Aspiration Scenario,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYSB,Capacity Retirement,Current Accounts,Malaysia,"Add(2025, 2) ? Sabah Energy Roadmap and Master Plan 2040",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYSB,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2025, 2) ? Sabah Energy Roadmap and Master Plan 2040",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYSB,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2025, 2) ? Sabah Energy Roadmap and Master Plan 2040",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYSB,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2025, 2) ? Sabah Energy Roadmap and Master Plan 2040",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYSR,Capacity Retirement,Current Accounts,Malaysia,"Add( 2030, 499.79) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYSR,Capacity Retirement,Baseline Simulation,Malaysia,"Add( 2030, 499.79) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYSR,Capacity Retirement,AMS Target Scenario,Malaysia,"Add( 2030, 499.79) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYSR,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add( 2030, 499.79) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Solar Floating,Capacity Retirement,Current Accounts,Laos,"Add(2040, 14) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Solar Floating,Capacity Retirement,Baseline Simulation,Laos,"Add(2040, 14) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Solar Floating,Capacity Retirement,AMS Target Scenario,Laos,"Add(2040, 14) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Solar Floating,Capacity Retirement,Regional Aspiration Scenario,Laos,"Add(2040, 14) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Current Accounts,Brunei,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Baseline Simulation,Brunei,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,AMS Target Scenario,Brunei,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Regional Aspiration Scenario,Brunei,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Current Accounts,Cambodia,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Baseline Simulation,Cambodia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,AMS Target Scenario,Cambodia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Regional Aspiration Scenario,Cambodia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Current Accounts,Indonesia,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Baseline Simulation,Indonesia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,AMS Target Scenario,Indonesia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Regional Aspiration Scenario,Indonesia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Current Accounts,Laos,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Baseline Simulation,Laos,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,AMS Target Scenario,Laos,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Regional Aspiration Scenario,Laos,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Current Accounts,Malaysia,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Baseline Simulation,Malaysia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,AMS Target Scenario,Malaysia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Regional Aspiration Scenario,Malaysia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Current Accounts,Myanmar,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Baseline Simulation,Myanmar,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,AMS Target Scenario,Myanmar,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Regional Aspiration Scenario,Myanmar,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Current Accounts,Philippines,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Baseline Simulation,Philippines,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,AMS Target Scenario,Philippines,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Regional Aspiration Scenario,Philippines,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Current Accounts,Singapore,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Baseline Simulation,Singapore,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,AMS Target Scenario,Singapore,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Regional Aspiration Scenario,Singapore,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Current Accounts,Thailand,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Baseline Simulation,Thailand,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,AMS Target Scenario,Thailand,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Regional Aspiration Scenario,Thailand,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Current Accounts,Vietnam,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Baseline Simulation,Vietnam,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,AMS Target Scenario,Vietnam,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,Regional Aspiration Scenario,Vietnam,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Current Accounts,Brunei,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Baseline Simulation,Brunei,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,AMS Target Scenario,Brunei,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Regional Aspiration Scenario,Brunei,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Current Accounts,Cambodia,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Baseline Simulation,Cambodia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,AMS Target Scenario,Cambodia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Regional Aspiration Scenario,Cambodia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Current Accounts,Laos,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Baseline Simulation,Laos,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,AMS Target Scenario,Laos,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Regional Aspiration Scenario,Laos,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Current Accounts,Malaysia,"Interp(2005, 0.000, 2006, 0.000, 2007, 0.000, 2008, 0.000, 2009, 0.000, 2010, 0.000, 2011, 10.000, 2012, 24.000, 2013, 24.000, 2014, 24.000, 2015, 80.000, 2016, 80.000, 2017, 80.000, 2018, 58.550, 2019, 49.220, 2020, 70.450, 2021, 59.240,2022, 148.23, 2023, 81, 2024, 81.9)",MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Baseline Simulation,Malaysia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,AMS Target Scenario,Malaysia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Regional Aspiration Scenario,Malaysia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Current Accounts,Myanmar,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Baseline Simulation,Myanmar,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,AMS Target Scenario,Myanmar,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Regional Aspiration Scenario,Myanmar,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Current Accounts,Philippines,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Baseline Simulation,Philippines,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,AMS Target Scenario,Philippines,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Regional Aspiration Scenario,Philippines,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Current Accounts,Singapore,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Baseline Simulation,Singapore,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,AMS Target Scenario,Singapore,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Regional Aspiration Scenario,Singapore,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Current Accounts,Thailand,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 344, 2013, 353, 2014, 353, 2015, 353, 2016, 353, 2017, 353, 2020, 348.73, 2021, 348.73, 2022, 310.19, 2023, 0, 2024, 0, FirstScenarioYear, 0)",MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Baseline Simulation,Thailand,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,AMS Target Scenario,Thailand,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Regional Aspiration Scenario,Thailand,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Current Accounts,Vietnam,0,MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Baseline Simulation,Vietnam,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,AMS Target Scenario,Vietnam,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,Regional Aspiration Scenario,Vietnam,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Existing Capacity,Current Accounts,Indonesia,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0.227313088, 2018, 1.928787072, 2019, 2, 2020, 2, 2021, 2.05, 2022, 2.05, 2023, 2.139458537, 2024, 2.157569774, FirstScenarioYear, 0)",MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Existing Capacity,Baseline Simulation,Indonesia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Existing Capacity,AMS Target Scenario,Indonesia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Existing Capacity,Regional Aspiration Scenario,Indonesia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Existing Capacity,Current Accounts,Indonesia,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 2.920973184, 2018, 24.78491387, 2019, 25.7, 2020, 26.1, 2021, 40.97, 2022, 40.55, 2023, 42.3195335, 2024, 42.67778261, FirstScenarioYear, 0)",MW,,,existing canon historical (scenario-uniform)
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Existing Capacity,Baseline Simulation,Indonesia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Existing Capacity,AMS Target Scenario,Indonesia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Existing Capacity,Regional Aspiration Scenario,Indonesia,Value(2024),MW,,,existing scenario-uniformity
Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Existing Capacity,Current Accounts,Indonesia,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 9.651713728, 2018, 81.89629906, 2019, 84.92, 2020, 89.72, 2021, 91.77, 2022, 106.81, 2023, 111.471008, 2024, 112.4146476, FirstScenarioYear, 0)",MW,,,existing canon historical (scenario-uniform)
