node,region,variable,units,CA,BAS,ATS,RAS
Geothermal ORC,Malaysia,Capital Cost,U.S. Dollar,"Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)","Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)","Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)","Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)"
Geothermal ORC,Malaysia,Dispatch Rule,None,MeritOrderDispatch,MeritOrderDispatch,MeritOrderDispatch,
Geothermal ORC,Malaysia,Dispatchable,Yes/No,Yes,,,
Geothermal ORC,Malaysia,Endogenous Capacity,Megawatt,0,0,0,
Geothermal ORC,Malaysia,Existing Capacity,MW,0,Value(2024),Value(2024),Value(2024)
Geothermal ORC,Malaysia,Exogenous Capacity,Megawatt,Existing Capacity[MW] + Capacity Additions[MW],Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)"
Geothermal ORC,Malaysia,First Simulation Year,Years,FirstScenarioYear,FirstScenarioYear,FirstScenarioYear,
Geothermal ORC,Malaysia,Fixed OM Cost,U.S. Dollar,"Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing","Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing","Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing","Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing"
Geothermal ORC,Malaysia,Full Load Hours,Hours,0,0,0,0
Geothermal ORC,Malaysia,Historical Capacity Factor,percentage,"Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)","Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)","Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)","Min(Value(Historical Production[GWh],   LastHistoricalYear) / (Value(Exogenous Capacity[MW],   LastHistoricalYear) / 1000 * 8760) * 100, 100)"
Geothermal ORC,Malaysia,Historical Production,Gigawatt-Hour,0,0,0,
Geothermal ORC,Malaysia,Hourly Storage Carryover,Yes/No,Yes,,,
Geothermal ORC,Malaysia,Interest Rate,Percent,DiscountRate,DiscountRate,DiscountRate,DiscountRate
Geothermal ORC,Malaysia,Lifetime,Years,30 ? NREL ATB 2023,30 ? NREL ATB 2023,30 ? NREL ATB 2023,30 ? NREL ATB 2023
Geothermal ORC,Malaysia,Maximum Availability,Percent,"80 ? NREL, ATB 2023","80 ? NREL, ATB 2023","80 ? NREL, ATB 2023","80 ? NREL, ATB 2023"
Geothermal ORC,Malaysia,Maximum Capacity,Megawatt,,,,1000000
Geothermal ORC,Malaysia,Maximum Capacity Addition,Megawatt,,,,Geothermal Flash:Maximum Capacity Addition[MW]
Geothermal ORC,Malaysia,Maximum Production,Gigajoule,,,,Unlimited
Geothermal ORC,Malaysia,Maximum_Share_of_Production,%,,100,100,100
Geothermal ORC,Malaysia,Merit Order,Merit Order,1,1,1,
Geothermal ORC,Malaysia,Minimum Capacity,Megawatt,,,,0
Geothermal ORC,Malaysia,Minimum Capacity Addition,Megawatt,,,,0
Geothermal ORC,Malaysia,Minimum Charge,Share,0,0,0,0
Geothermal ORC,Malaysia,Minimum Production,Gigajoule,,,,0
Geothermal ORC,Malaysia,Minimum Share of Production,Percent,,,,0
Geothermal ORC,Malaysia,Minimum Utilization,Percent,0,0,0,"Min(Interp(FirstScenarioYear, Value(Historical Capacity Factor[percentage],  LastHistoricalYear), FirstScenarioYear + Key\Modeling Assumptions\Incumbent Generator DIspatch Phaseout:Activity Level, 0), Maximum Availability)"
Geothermal ORC,Malaysia,Node,ID,BranchID(Key\Transmission\Nodes\Malaysia:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Malaysia:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Malaysia:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Malaysia:Activity Level[NA])
Geothermal ORC,Malaysia,Optimized New Capacity,Megawatt,,,,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX)
Geothermal ORC,Malaysia,Process Efficiency,Percent,"Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1","Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1","Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1","Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1"
Geothermal ORC,Malaysia,Process Share,Share,0,0,0,
Geothermal ORC,Malaysia,Real Investment Cost,USD,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000
Geothermal ORC,Malaysia,Renewable Qualified,Percent,,,,100
Geothermal ORC,Malaysia,Salvage Value,U.S. Dollar,0,0,0,0
Geothermal ORC,Malaysia,Seasonal Storage Carryover,Yes/No,No,,,
Geothermal ORC,Malaysia,Starting Charge,Share,0,,,
Geothermal ORC,Malaysia,Stranded Cost,U.S. Dollar,0,0,0,0
Geothermal ORC,Malaysia,Variable OM Cost,U.S. Dollar,"Interp(2020, 0.38, 2030, 0.36, 2050, 0.33) ? Vietnam PDP8; WS1 binary or condensing","Interp(2020, 0.38, 2030, 0.36, 2050, 0.33) ? Vietnam PDP8; WS1 binary or condensing","Interp(2020, 0.38, 2030, 0.36, 2050, 0.33) ? Vietnam PDP8; WS1 binary or condensing","Interp(2020, 0.38, 2030, 0.36, 2050, 0.33) ? Vietnam PDP8; WS1 binary or condensing"
Geothermal ORC,Myanmar,Annual Storage Carryover,Yes/No,No,,,
Geothermal ORC,Myanmar,Capacity Additions,MW,0,0,0,0
Geothermal ORC,Myanmar,Capacity Credit,Percent,Maximum Availability,Maximum Availability,Maximum Availability,Maximum Availability
Geothermal ORC,Myanmar,Capacity Retirement,MW,0,0,0,0
Geothermal ORC,Myanmar,Capital Cost,U.S. Dollar,"Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)","Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)","Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)","Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)"
Geothermal ORC,Myanmar,Dispatch Rule,None,MeritOrderDispatch,MeritOrderDispatch,MeritOrderDispatch,
Geothermal ORC,Myanmar,Dispatchable,Yes/No,Yes,,,
Geothermal ORC,Myanmar,Endogenous Capacity,Megawatt,0,0,0,
Geothermal ORC,Myanmar,Existing Capacity,MW,0,Value(2024),Value(2024),Value(2024)
Geothermal ORC,Myanmar,Exogenous Capacity,Megawatt,Existing Capacity[MW] + Capacity Additions[MW],Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)"
Geothermal ORC,Myanmar,First Simulation Year,Years,FirstScenarioYear,FirstScenarioYear,FirstScenarioYear,
Geothermal ORC,Myanmar,Fixed OM Cost,U.S. Dollar,"Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing","Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing","Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing","Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing"
Geothermal ORC,Myanmar,Full Load Hours,Hours,0,0,0,0
Geothermal ORC,Myanmar,Historical Capacity Factor,percentage,"Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)","Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)","Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)","Min(Value(Historical Production[GWh],   LastHistoricalYear) / (Value(Exogenous Capacity[MW],   LastHistoricalYear) / 1000 * 8760) * 100, 100)"
Geothermal ORC,Myanmar,Historical Production,Gigawatt-Hour,0,0,0,
Geothermal ORC,Myanmar,Hourly Storage Carryover,Yes/No,Yes,,,
Geothermal ORC,Myanmar,Interest Rate,Percent,DiscountRate,DiscountRate,DiscountRate,DiscountRate
Geothermal ORC,Myanmar,Lifetime,Years,30 ? NREL ATB 2023,30 ? NREL ATB 2023,30 ? NREL ATB 2023,30 ? NREL ATB 2023
Geothermal ORC,Myanmar,Maximum Availability,Percent,"80 ? NREL, ATB 2023","80 ? NREL, ATB 2023","80 ? NREL, ATB 2023","80 ? NREL, ATB 2023"
Geothermal ORC,Myanmar,Maximum Capacity,Megawatt,,,,1000000
Geothermal ORC,Myanmar,Maximum Capacity Addition,Megawatt,,,,0
Geothermal ORC,Myanmar,Maximum Production,Gigajoule,,,,Unlimited
Geothermal ORC,Myanmar,Maximum_Share_of_Production,%,,100,100,100
Geothermal ORC,Myanmar,Merit Order,Merit Order,1,1,1,
Geothermal ORC,Myanmar,Minimum Capacity,Megawatt,,,,0
Geothermal ORC,Myanmar,Minimum Capacity Addition,Megawatt,,,,0
Geothermal ORC,Myanmar,Minimum Charge,Share,0,0,0,0
Geothermal ORC,Myanmar,Minimum Production,Gigajoule,,,,0
Geothermal ORC,Myanmar,Minimum Share of Production,Percent,,,,0
Geothermal ORC,Myanmar,Minimum Utilization,Percent,0,0,0,"Min(Interp(FirstScenarioYear, Value(Historical Capacity Factor[percentage],  LastHistoricalYear), FirstScenarioYear + Key\Modeling Assumptions\Incumbent Generator DIspatch Phaseout:Activity Level, 0), Maximum Availability)"
Geothermal ORC,Myanmar,Node,ID,BranchID(Key\Transmission\Nodes\Myanmar:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Myanmar:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Myanmar:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Myanmar:Activity Level[NA])
Geothermal ORC,Myanmar,Optimized New Capacity,Megawatt,,,,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX)
Geothermal ORC,Myanmar,Process Efficiency,Percent,"Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1","Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1","Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1","Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1"
Geothermal ORC,Myanmar,Process Share,Share,0,0,0,
Geothermal ORC,Myanmar,Real Investment Cost,USD,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000
Geothermal ORC,Myanmar,Renewable Qualified,Percent,,,,100
Geothermal ORC,Myanmar,Salvage Value,U.S. Dollar,0,0,0,0
Geothermal ORC,Myanmar,Seasonal Storage Carryover,Yes/No,No,,,
Geothermal ORC,Myanmar,Starting Charge,Share,0,,,
Geothermal ORC,Myanmar,Stranded Cost,U.S. Dollar,0,0,0,0
Geothermal ORC,Myanmar,Variable OM Cost,U.S. Dollar,"Interp(2020, 0.38, 2030, 0.36, 2050, 0.33) ? Vietnam PDP8; WS1 binary or condensing","Interp(2020, 0.38, 2030, 0.36, 2050, 0.33) ? Vietnam PDP8; WS1 binary or condensing","Interp(2020, 0.38, 2030, 0.36, 2050, 0.33) ? Vietnam PDP8; WS1 binary or condensing","Interp(2020, 0.38, 2030, 0.36, 2050, 0.33) ? Vietnam PDP8; WS1 binary or condensing"
Geothermal ORC,Philippines,Annual Storage Carryover,Yes/No,No,,,
Geothermal ORC,Philippines,Capacity Additions,MW,0,0,0,0
Geothermal ORC,Philippines,Capacity Credit,Percent,Maximum Availability,Maximum Availability,Maximum Availability,Maximum Availability
Geothermal ORC,Philippines,Capacity Retirement,MW,0,0,0,0
Geothermal ORC,Philippines,Capital Cost,U.S. Dollar,"Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)","Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)","Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)","Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)"
Geothermal ORC,Philippines,Dispatch Rule,None,MeritOrderDispatch,MeritOrderDispatch,MeritOrderDispatch,
Geothermal ORC,Philippines,Dispatchable,Yes/No,Yes,,,
Geothermal ORC,Philippines,Endogenous Capacity,Megawatt,0,0,0,
Geothermal ORC,Philippines,Existing Capacity,MW,0,Value(2024),Value(2024),Value(2024)
Geothermal ORC,Philippines,Exogenous Capacity,Megawatt,Existing Capacity[MW] + Capacity Additions[MW],Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)"
Geothermal ORC,Philippines,First Simulation Year,Years,FirstScenarioYear,FirstScenarioYear,FirstScenarioYear,
Geothermal ORC,Philippines,Fixed OM Cost,U.S. Dollar,"Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing","Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing","Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing","Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing"
Geothermal ORC,Philippines,Full Load Hours,Hours,0,0,0,0
Geothermal ORC,Philippines,Historical Capacity Factor,percentage,"Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)","Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)","Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)","Min(Value(Historical Production[GWh],   LastHistoricalYear) / (Value(Exogenous Capacity[MW],   LastHistoricalYear) / 1000 * 8760) * 100, 100)"
Geothermal ORC,Philippines,Historical Production,Gigawatt-Hour,0,0,0,
Geothermal ORC,Philippines,Hourly Storage Carryover,Yes/No,Yes,,,
Geothermal ORC,Philippines,Interest Rate,Percent,DiscountRate,DiscountRate,DiscountRate,DiscountRate
Geothermal ORC,Philippines,Lifetime,Years,30 ? NREL ATB 2023,30 ? NREL ATB 2023,30 ? NREL ATB 2023,30 ? NREL ATB 2023
Geothermal ORC,Philippines,Maximum Availability,Percent,"80 ? NREL, ATB 2023","80 ? NREL, ATB 2023","80 ? NREL, ATB 2023","80 ? NREL, ATB 2023"
Geothermal ORC,Philippines,Maximum Capacity,Megawatt,,,,1000000
Geothermal ORC,Philippines,Maximum Capacity Addition,Megawatt,,,,Geothermal Flash:Maximum Capacity Addition[MW]
Geothermal ORC,Philippines,Maximum Production,Gigajoule,,,,Unlimited
Geothermal ORC,Philippines,Maximum_Share_of_Production,%,,100,100,100
Geothermal ORC,Philippines,Merit Order,Merit Order,1,1,1,
Geothermal ORC,Philippines,Minimum Capacity,Megawatt,,,,0
Geothermal ORC,Philippines,Minimum Capacity Addition,Megawatt,,,,0
Geothermal ORC,Philippines,Minimum Charge,Share,0,0,0,0
Geothermal ORC,Philippines,Minimum Production,Gigajoule,,,,0
Geothermal ORC,Philippines,Minimum Share of Production,Percent,,,,0
Geothermal ORC,Philippines,Minimum Utilization,Percent,0,0,0,"Min(Interp(FirstScenarioYear, Value(Historical Capacity Factor[percentage],  LastHistoricalYear), FirstScenarioYear + Key\Modeling Assumptions\Incumbent Generator DIspatch Phaseout:Activity Level, 0), Maximum Availability)"
Geothermal ORC,Philippines,Node,ID,BranchID(Key\Transmission\Nodes\Philippines:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Philippines:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Philippines:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Philippines:Activity Level[NA])
Geothermal ORC,Philippines,Optimized New Capacity,Megawatt,,,,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX)
Geothermal ORC,Philippines,Process Efficiency,Percent,"Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1","Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1","Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1","Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1"
Geothermal ORC,Philippines,Process Share,Share,0,0,0,
Geothermal ORC,Philippines,Real Investment Cost,USD,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000
Geothermal ORC,Philippines,Renewable Qualified,Percent,,,,100
Geothermal ORC,Philippines,Salvage Value,U.S. Dollar,0,0,0,0
Geothermal ORC,Philippines,Seasonal Storage Carryover,Yes/No,No,,,
Geothermal ORC,Philippines,Starting Charge,Share,0,,,
Geothermal ORC,Philippines,Stranded Cost,U.S. Dollar,0,0,0,0
Geothermal ORC,Philippines,Variable OM Cost,U.S. Dollar,"Interp(2020, 0.38, 2030, 0.36, 2050, 0.33) ? Vietnam PDP8; WS1 binary or condensing","Interp(2020, 0.38, 2030, 0.36, 2050, 0.33) ? Vietnam PDP8; WS1 binary or condensing","Interp(2020, 0.38, 2030, 0.36, 2050, 0.33) ? Vietnam PDP8; WS1 binary or condensing","Interp(2020, 0.38, 2030, 0.36, 2050, 0.33) ? Vietnam PDP8; WS1 binary or condensing"
Geothermal ORC,Singapore,Annual Storage Carryover,Yes/No,No,,,
Geothermal ORC,Singapore,Capacity Additions,MW,0,0,0,0
Geothermal ORC,Singapore,Capacity Credit,Percent,Maximum Availability,Maximum Availability,Maximum Availability,Maximum Availability
Geothermal ORC,Singapore,Capacity Retirement,MW,0,0,0,0
Geothermal ORC,Singapore,Capital Cost,U.S. Dollar,"Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)","Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)","Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)","Interp(2020, 4700, 2030, 4400, 2050, 4000) ? Vietnam PDP8; WS1 _x000D_
_x000D_
(binary or condensing)"
Geothermal ORC,Singapore,Dispatch Rule,None,MeritOrderDispatch,MeritOrderDispatch,MeritOrderDispatch,
Geothermal ORC,Singapore,Dispatchable,Yes/No,Yes,,,
Geothermal ORC,Singapore,Endogenous Capacity,Megawatt,0,0,0,
Geothermal ORC,Singapore,Existing Capacity,MW,0,Value(2024),Value(2024),Value(2024)
Geothermal ORC,Singapore,Exogenous Capacity,Megawatt,Existing Capacity[MW] + Capacity Additions[MW],Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)"
Geothermal ORC,Singapore,First Simulation Year,Years,FirstScenarioYear,FirstScenarioYear,FirstScenarioYear,
Geothermal ORC,Singapore,Fixed OM Cost,U.S. Dollar,"Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing","Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing","Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing","Interp(2020, 20.8, 2030, 19.2, 2050, 17.6) ? Vietnam PDP8; WS1_x000D_
_x000D_
binary or condensing"
Geothermal ORC,Singapore,Full Load Hours,Hours,0,0,0,0
Geothermal ORC,Singapore,Historical Capacity Factor,percentage,"Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)","Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)","Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)","Min(Value(Historical Production[GWh],   LastHistoricalYear) / (Value(Exogenous Capacity[MW],   LastHistoricalYear) / 1000 * 8760) * 100, 100)"
Geothermal ORC,Singapore,Historical Production,Gigawatt-Hour,0,0,0,
Geothermal ORC,Singapore,Hourly Storage Carryover,Yes/No,Yes,,,
Geothermal ORC,Singapore,Interest Rate,Percent,DiscountRate,DiscountRate,DiscountRate,DiscountRate
Geothermal ORC,Singapore,Lifetime,Years,30 ? NREL ATB 2023,30 ? NREL ATB 2023,30 ? NREL ATB 2023,30 ? NREL ATB 2023
Geothermal ORC,Singapore,Maximum Availability,Percent,"80 ? NREL, ATB 2023","80 ? NREL, ATB 2023","80 ? NREL, ATB 2023","80 ? NREL, ATB 2023"
Geothermal ORC,Singapore,Maximum Capacity,Megawatt,,,,0
Geothermal ORC,Singapore,Maximum Capacity Addition,Megawatt,,,,Geothermal Flash:Maximum Capacity Addition[MW]
Geothermal ORC,Singapore,Maximum Production,Gigajoule,,,,Unlimited
Geothermal ORC,Singapore,Maximum_Share_of_Production,%,,100,100,100
Geothermal ORC,Singapore,Merit Order,Merit Order,1,1,1,
Geothermal ORC,Singapore,Minimum Capacity,Megawatt,,,,0
Geothermal ORC,Singapore,Minimum Capacity Addition,Megawatt,,,,0
Geothermal ORC,Singapore,Minimum Charge,Share,0,0,0,0
Geothermal ORC,Singapore,Minimum Production,Gigajoule,,,,0
Geothermal ORC,Singapore,Minimum Share of Production,Percent,,,,0
Geothermal ORC,Singapore,Minimum Utilization,Percent,0,0,0,"Min(Interp(FirstScenarioYear, Value(Historical Capacity Factor[percentage],  LastHistoricalYear), FirstScenarioYear + Key\Modeling Assumptions\Incumbent Generator DIspatch Phaseout:Activity Level, 0), Maximum Availability)"
Geothermal ORC,Singapore,Node,ID,BranchID(Key\Transmission\Nodes\Singapore:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Singapore:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Singapore:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Singapore:Activity Level[NA])
Geothermal ORC,Singapore,Optimized New Capacity,Megawatt,,,,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX)
Geothermal ORC,Singapore,Process Efficiency,Percent,"Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1","Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1","Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1","Interp(2020, 10, 2030, 11, 2050, 12) ? Vietnam PDP8; WS1"
Geothermal ORC,Singapore,Process Share,Share,0,0,0,
Geothermal ORC,Singapore,Real Investment Cost,USD,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000
