node,feedstock_fuel,region,branch,variable,unit,CA,BAS,ATS,RAS
Direct Air Capture,Non Energy,Malaysia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Direct Air Capture,Non Energy,Malaysia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,"0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously."
Direct Air Capture,Non Energy,Malaysia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,,,SourceBelow
Direct Air Capture,Non Energy,Myanmar,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Direct Air Capture,Non Energy,Myanmar,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,"0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously."
Direct Air Capture,Non Energy,Myanmar,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,,,SourceBelow
Direct Air Capture,Non Energy,Philippines,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Direct Air Capture,Non Energy,Philippines,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,"0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously."
Direct Air Capture,Non Energy,Philippines,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,,,SourceBelow
Direct Air Capture,Non Energy,Singapore,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Direct Air Capture,Non Energy,Singapore,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,"0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously."
Direct Air Capture,Non Energy,Singapore,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,,,SourceBelow
Direct Air Capture,Non Energy,Thailand,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Direct Air Capture,Non Energy,Thailand,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,"0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously."
Direct Air Capture,Non Energy,Thailand,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,,,SourceBelow
Direct Air Capture,Non Energy,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Direct Air Capture,Non Energy,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,"0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously."
Direct Air Capture,Non Energy,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,,,SourceBelow
Direct Air Capture,Non Energy,Vietnam,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Direct Air Capture,Non Energy,Vietnam,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,"0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously."
Direct Air Capture,Non Energy,Vietnam,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,,,SourceBelow
Fuel Oil,Residual Fuel Oil,Base Template,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,100,100,100,100
Fuel Oil,Residual Fuel Oil,Base Template,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl]
Fuel Oil,Residual Fuel Oil,Base Template,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,,,SourceBelow
Fuel Oil,Residual Fuel Oil,Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,100,100,100,100
Fuel Oil,Residual Fuel Oil,Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl]
Fuel Oil,Residual Fuel Oil,Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,,,SourceBelow
Fuel Oil,Residual Fuel Oil,Cambodia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,100,100,100,100
Fuel Oil,Residual Fuel Oil,Cambodia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl]
Fuel Oil,Residual Fuel Oil,Cambodia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,,,SourceBelow
Fuel Oil,Residual Fuel Oil,Indonesia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,100,100,100,100
Fuel Oil,Residual Fuel Oil,Indonesia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl]
Fuel Oil,Residual Fuel Oil,Indonesia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,,,SourceBelow
Fuel Oil,Residual Fuel Oil,Laos,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,100,100,100,100
Fuel Oil,Residual Fuel Oil,Laos,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl]
Fuel Oil,Residual Fuel Oil,Laos,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,,,SourceBelow
Fuel Oil,Residual Fuel Oil,Malaysia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,100,100,100,100
Fuel Oil,Residual Fuel Oil,Malaysia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl]
Fuel Oil,Residual Fuel Oil,Malaysia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,,,SourceBelow
Fuel Oil,Residual Fuel Oil,Myanmar,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,100,100,100,100
Fuel Oil,Residual Fuel Oil,Myanmar,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl]
Fuel Oil,Residual Fuel Oil,Myanmar,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,,,SourceBelow
Fuel Oil,Residual Fuel Oil,Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,100,100,100,100
Fuel Oil,Residual Fuel Oil,Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl]
Fuel Oil,Residual Fuel Oil,Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,,,SourceBelow
Fuel Oil,Residual Fuel Oil,Singapore,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,100,100,100,100
Fuel Oil,Residual Fuel Oil,Singapore,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl]
Fuel Oil,Residual Fuel Oil,Singapore,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,,,SourceBelow
Fuel Oil,Residual Fuel Oil,Thailand,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,100,100,100,100
Fuel Oil,Residual Fuel Oil,Thailand,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl]
Fuel Oil,Residual Fuel Oil,Thailand,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,,,SourceBelow
Fuel Oil,Residual Fuel Oil,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,100,100,100,100
Fuel Oil,Residual Fuel Oil,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl]
Fuel Oil,Residual Fuel Oil,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,,,SourceBelow
Fuel Oil,Residual Fuel Oil,Vietnam,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,100,100,100,100
Fuel Oil,Residual Fuel Oil,Vietnam,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl],Resources\Secondary\Residual Fuel Oil:Import Cost[2020 USD/bbl]
Fuel Oil,Residual Fuel Oil,Vietnam,Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,,,SourceBelow
Gas Combined Cycle with CCS,Hydrogen,Base Template,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,2020 USD,0,0,0,0
Gas Combined Cycle with CCS,Hydrogen,Base Template,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Hydrogen,Fuel Cost,2020 USD,Resources\Secondary\Hydrogen:Production Cost[2020 USD/Tonne],Resources\Secondary\Hydrogen:Production Cost[2020 USD/Tonne],Resources\Secondary\Hydrogen:Production Cost[2020 USD/Tonne],Resources\Secondary\Hydrogen:Production Cost[2020 USD/Tonne]
Gas Combined Cycle with CCS,Hydrogen,Base Template,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Hydrogen,Fuel Source,2020 USD,,,,SourceModule(Hydrogen Production for Energy Use)
